metadata_qid,question,metadata_question,metadata_gold_answer
1720,"{'question': 'who sang for your love i would do anything', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: For Your Love (Ed Townsend song): ""For Your Love"" is a song written and performed by Ed Townsend. It reached #7 on the US R&B chart and #13 on the Billboard Hot 100 in 1958.\nQuestion: who sang for your love i would do anything\nAre follow up questions needed here: No.\nSo the final answer is: Ed Townsend'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Ed Townsend'}]], 'traces_entailments': None}",who sang for your love i would do anything,['the Yardbirds']
8190,"{'question': 'when was the last time someone was executed by electric chair', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Electric chair: He was the first person to be executed in the United States in this manner since 1966. The last person to be executed by electric chair without the choice of an alternative method was Lynda Lyon Block on May 10, 2002, in Alabama.\nQuestion: when was the last time someone was executed by electric chair\nAre follow up questions needed here: No.\nSo the final answer is: May 10, 2002'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'May 10, 2002'}]], 'traces_entailments': None}",when was the last time someone was executed by electric chair,"['January 16 , 2013']"
2014,"{'question': 'what does the nz national party stand for', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: New Zealand National Party: The party has since advocated free enterprise, reduction of taxes, and limited state regulation. Following the first MMP election in 1996, the National Party governed in a coalition with the populist New Zealand First Party.\nQuestion: what does the nz national party stand for\nAre follow up questions needed here: No.\nSo the final answer is: free enterprise, reduction of taxes, and limited state regulation'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'free enterprise, reduction of taxes, and limited state regulation'}]], 'traces_entailments': None}",what does the nz national party stand for,['The New Zealand National Party']
8367,"{'question': 'was originally created with a 7 bit system using 128 characters', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: ASCII: English alphabet, ASCII encodes 128 specified characters into seven-bit integers as shown by the ASCII chart above.\nQuestion: was originally created with a 7 bit system using 128 characters\nAre follow up questions needed here: No.\nSo the final answer is: yes'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'yes'}]], 'traces_entailments': None}",was originally created with a 7 bit system using 128 characters,['ASCII']
3242,"{'question': 'who sings i wont let the sun go down on me', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Nik Kershaw: ""I Won\'t Let the Sun Go Down on Me"" is a song by English singer-songwriter Nik Kershaw from his debut studio album, Human Racing (1984). It was his first single, released on 9 September 1983 to limited success.\nQuestion: who sings i wont let the sun go down on me\nAre follow up questions needed here: No.\nSo the final answer is: Nik Kershaw'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Nik Kershaw'}]], 'traces_entailments': None}",who sings i wont let the sun go down on me,['Elton John']
8694,"{'question': 'which department in the presidents cabinet is led by the attorney general', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: The Executive Branch | The White House: DEPARTMENT OF JUSTICE The Attorney General is the head of the DOJ and chief law enforcement officer of the federal government.\nQuestion: which department in the presidents cabinet is led by the attorney general\nAre follow up questions needed here: No.\nSo the final answer is: Department of Justice'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Department of Justice'}]], 'traces_entailments': None}",which department in the presidents cabinet is led by the attorney general,['Department of Justice']
7160,"{'question': 'when is the story set in horizon zero dawn', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Horizon Zero Dawn: Setting. The story is set in a post-apocalyptic United States, between the states of Colorado, Wyoming, and Utah, in the 31st century.\nQuestion: when is the story set in horizon zero dawn\nAre follow up questions needed here: No.\nSo the final answer is: 31st century'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '31st century'}]], 'traces_entailments': None}",when is the story set in horizon zero dawn,['the 31st century']
380,"{'question': 'who does the president nominate to represent the us in other countries', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Ambassadors of the United States: Ambassadors of the United States are persons nominated by the president to serve as the country's diplomatic representatives to foreign nations,\nQuestion: who does the president nominate to represent the us in other countries\nAre follow up questions needed here: No.\nSo the final answer is: ambassadors""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'ambassadors'}]], 'traces_entailments': None}",who does the president nominate to represent the us in other countries,"['Foreign Service Officer', 'political appointee']"
6160,"{'question': 'when is the new season of my little pony coming out', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: My Little Pony: The film was succeeded by a special and streaming television series titled My Little Pony: Make Your Mark in May and September 2022 respectively, and a\nQuestion: when is the new season of my little pony coming out\nAre follow up questions needed here: No.\nSo the final answer is: September 2022'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'September 2022'}]], 'traces_entailments': None}",when is the new season of my little pony coming out,"['March 24 , 2018']"
6777,"{'question': 'when were cell phones first introduced to the public', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Mobile phone: In 1983, the DynaTAC 8000x was the first commercially available handheld mobile phone. In 1991, the second-generation (2G) digital cellular technology was launched in Finland by Radiolinja on the GSM standard. This sparked competition in the sector as the new operators challenged the incumbent 1G network operators.\nQuestion: when were cell phones first introduced to the public\nAre follow up questions needed here: No.\nSo the final answer is: 1983'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1983'}]], 'traces_entailments': None}",when were cell phones first introduced to the public,['13 October 1983']
8677,"{'question': 'what did king john do to kenilworth castle', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Kenilworth Castle: Founded in the 1120s around a powerful Norman great tower, the castle was significantly enlarged by King John at the beginning of the 13th century. Huge water defences were created by damming the local streams, and the resulting fortifications proved able to withstand assaults by land and water in 1266.\nQuestion: what did king john do to kenilworth castle\nAre follow up questions needed here: No.\nSo the final answer is: enlarged it'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'enlarged it'}]], 'traces_entailments': None}",what did king john do to kenilworth castle,['rebuilding and enhancing']
2619,"{'question': 'when does the possibility of evil take place', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: The Possibility of Evil: ""The Possibility of Evil"" is a 1965 short story by Shirley Jackson. Published on December 18, 1965, in the Saturday Evening Post, a few months after her\nQuestion: when does the possibility of evil take place\nAre follow up questions needed here: No.\nSo the final answer is: 1965'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1965'}]], 'traces_entailments': None}",when does the possibility of evil take place,['Pleasant Street']
3349,"{'question': 'who did the theme song for danny phantom', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Danny Phantom Opening: The theme song of Nickelodeon TV show Danny Phantom that focuses on Danny Fenton and describes how he got his ghost powers. It was written by Guy Moon\nQuestion: who did the theme song for danny phantom\nAre follow up questions needed here: No.\nSo the final answer is: Guy Moon'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Guy Moon'}]], 'traces_entailments': None}",who did the theme song for danny phantom,"['Deric Battiste', 'Guy Moon']"
8754,"{'question': 'who are the top 5 leading scorers in nba history', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Scoring leaders: [['Rank', 'Player', 'Total points'], ['1', 'LeBron James^', '38,652'], ['2', 'Kareem Abdul-Jabbar*', '38,387'], ['3', 'Karl Malone*', '36,928'], ['4', 'Kobe Bryant*', '33,643']]\nQuestion: who are the top 5 leading scorers in nba history\nAre follow up questions needed here: No.\nSo the final answer is: LeBron James, Kareem Abdul-Jabbar, Karl Malone, Kobe Bryant, Michael Jordan""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'LeBron James, Kareem Abdul-Jabbar, Karl Malone, Kobe Bryant, Michael Jordan'}]], 'traces_entailments': None}",who are the top 5 leading scorers in nba history,"['Kareem Abdul - Jabbar', 'Kobe Bryant', 'Michael Jordan', 'Wilt Chamberlain', 'Karl Malone']"
3580,"{'question': 'who sang the song coat of many colors', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: singer Dolly Parton: ""Coat of Many Colors"" is a song written and recorded by American country music singer Dolly Parton. It was released in September 1971 as the second single and title track from the album Coat of Many Colors.\nQuestion: who sang the song coat of many colors\nAre follow up questions needed here: No.\nSo the final answer is: Dolly Parton'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Dolly Parton'}]], 'traces_entailments': None}",who sang the song coat of many colors,['Dolly Parton']
8682,"{'question': 'when did the rams go to st louis', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: St. Louis Rams: They played in St. Louis, Missouri from 1995 to the 2015 season, before moving back to Los Angeles, California, where the team had played from 1946 to 1994.\nQuestion: when did the rams go to st louis\nAre follow up questions needed here: No.\nSo the final answer is: 1995'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1995'}]], 'traces_entailments': None}",when did the rams go to st louis,['1995']
3544,"{'question': 'who does the voice of jessie in toy story 2', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Joan Cusack: Joan Cusack, who prominently voices Jessie in most media, has received praise for her vocal performance as the character over the years. As a result, Cusack won the category for Female Voice Acting in a Feature Production at the 2000 Annie Awards for her voiceover work as Jessie in Toy Story 2.\nQuestion: who does the voice of jessie in toy story 2\nAre follow up questions needed here: No.\nSo the final answer is: Joan Cusack'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Joan Cusack'}]], 'traces_entailments': None}",who does the voice of jessie in toy story 2,['Joan Cusack']
2238,"{'question': 'when did south africa declare war on germany', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Military history of South Africa during World War II: On 4 September 1939, the United Party caucus refused to accept Hertzog's stance of neutrality in World War II and deposed him in favour of Smuts. Upon becoming Prime Minister, on 6 September Smuts declared South Africa officially at war with Germany and the Axis.\nQuestion: when did south africa declare war on germany\nAre follow up questions needed here: No.\nSo the final answer is: 6 September 1939""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '6 September 1939'}]], 'traces_entailments': None}",when did south africa declare war on germany,['September 1939']
3814,"{'question': 'when did the draft began for the vietnam war', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Draft lottery (1969): On December 1, 1969, the Selective Service System of the United States conducted two lotteries to determine the order of call to military service in the Vietnam War in the year 1970, for men born from January 1, 1944 to December 31, 1950.\nQuestion: when did the draft began for the vietnam war\nAre follow up questions needed here: No.\nSo the final answer is: December 1, 1969'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'December 1, 1969'}]], 'traces_entailments': None}",when did the draft began for the vietnam war,['1970']
5699,"{'question': 'where did the first non aligned summit take place', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Yugoslavia and the Non-Aligned Movement: The 1961 Non-Aligned Conference in Belgrade Heads of State or Government who participated in 1961 Conference. The 1961 Summit Conference of Heads of State or Government of the Non-Aligned Movement was the first official conference of the Non-Aligned Movement.\nQuestion: where did the first non aligned summit take place\nAre follow up questions needed here: No.\nSo the final answer is: Belgrade'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Belgrade'}]], 'traces_entailments': None}",where did the first non aligned summit take place,['Belgrade']
2970,"{'question': 'what is the control panel on the computer', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Control Panel (Windows): Control Panel is a component of Microsoft Windows that provides the ability to view and change system settings. It consists of a set of applets that include adding or removing hardware and software, controlling user accounts, changing accessibility options, and accessing networking settings.\nQuestion: what is the control panel on the computer\nAre follow up questions needed here: No.\nSo the final answer is: a component of Microsoft Windows'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'a component of Microsoft Windows'}]], 'traces_entailments': None}",what is the control panel on the computer,['part the Microsoft Windows']
5178,"{'question': 'when did the nba 3 point line start', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: 1979: Three years later in June 1979, the NBA adopted the three-point line (initially on a one-year trial) for the 1979–80 season, despite the view of many that it was a gimmick. Chris Ford of the Boston Celtics is credited with making the first three-point shot in NBA history on October 12, 1979.\nQuestion: when did the nba 3 point line start\nAre follow up questions needed here: No.\nSo the final answer is: 1979'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1979'}]], 'traces_entailments': None}",when did the nba 3 point line start,['1979 -- 80 season']
5163,"{'question': 'how far is beaumont tx to houston tx', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Beaumont, Texas: Beaumont lies on Texas' coastal plain, about 30 miles (48 km) inland from the Gulf of Mexico, 85 miles (137 km) east of Houston, and just south of the dense pine forests of East Texas.\nQuestion: how far is beaumont tx to houston tx\nAre follow up questions needed here: No.\nSo the final answer is: 85 miles""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '85 miles'}]], 'traces_entailments': None}",how far is beaumont tx to houston tx,['about 90 mi']
3192,"{'question': 'who was british pm and viceroy during quit india movement', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Quit India Movement: The Quit India Movement, also known as the Bharat Chhodo Andolan, was a movement launched at the Bombay session of the All India Congress Committee by\nQuestion: who was british pm and viceroy during quit india movement\nAre follow up questions needed here: No.\nSo the final answer is: Winston Churchill'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Winston Churchill'}]], 'traces_entailments': None}",who was british pm and viceroy during quit india movement,['Winston Churchill']
3577,"{'question': 'who plays the mayor in the new ghostbusters', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: List of Ghostbusters characters: Lenny Clotch. Leonard ""Lenny"" Clotch is the mayor of New York City. He was played by David Margulies in the films Ghostbusters and Ghostbusters II, and by Frank Welker in the animated series The Real Ghostbusters.\nQuestion: who plays the mayor in the new ghostbusters\nAre follow up questions needed here: No.\nSo the final answer is: Bill Murray'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Bill Murray'}]], 'traces_entailments': None}",who plays the mayor in the new ghostbusters,['Andy García']
3190,"{'question': 'who was the captain when india played its first-ever odi', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: India national cricket team: Under Wadekar's captaincy, India registered its first Test series win in the West Indies and England. India played its first men's ODI in 1974, also under his captaincy.\nQuestion: who was the captain when india played its first-ever odi\nAre follow up questions needed here: No.\nSo the final answer is: Ajit Wadekar""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Ajit Wadekar'}]], 'traces_entailments': None}",who was the captain when india played its first-ever odi,['Ajit Wadekar']
1588,"{'question': 'where do iv fluids go in the body', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Intravenous therapy: Intravenous therapy (abbreviated as IV therapy) is a medical technique that administers fluids, medications and nutrients directly into a person's vein.\nQuestion: where do iv fluids go in the body\nAre follow up questions needed here: No.\nSo the final answer is: veins""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'veins'}]], 'traces_entailments': None}",where do iv fluids go in the body,['throughout the body']
2197,"{'question': 'actor who played jamie on one tree hill', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Jackson Brundage: Jackson Timothy Brundage (born January 21, 2001) is an American retired actor. He is best known for his portrayal of Jamie Scott on The CW's One Tree Hill, a role he held from 2008 until the series' conclusion in 2012.\nQuestion: actor who played jamie on one tree hill\nAre follow up questions needed here: No.\nSo the final answer is: Jackson Brundage""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Jackson Brundage'}]], 'traces_entailments': None}",actor who played jamie on one tree hill,['Jackson Timothy Brundage']
3924,"{'question': 'when did cars land open in california adventure', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: June 15, 2012: Cars Land along with the re-designed entrance plaza, Buena Vista Street, were the last features of the 5-year project to be completed, and opened on June 15, 2012.\nQuestion: when did cars land open in california adventure\nAre follow up questions needed here: No.\nSo the final answer is: June 15, 2012'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'June 15, 2012'}]], 'traces_entailments': None}",when did cars land open in california adventure,"['June 15 , 2012']"
2174,"{'question': 'when does the how to train your dragon 3 movie come out', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: How to Train Your Dragon: The Hidden World: On December 5, 2016, the US release date was pushed back from May 18, 2018 to March 1, 2019. The release date was moved up for a final time from March 1, 2019 to February 22, 2019, taking the slot of The Turning, a live-action DreamWorks film which in turn was pushed back to January 24, 2020.\nQuestion: when does the how to train your dragon 3 movie come out\nAre follow up questions needed here: No.\nSo the final answer is: February 22, 2019'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'February 22, 2019'}]], 'traces_entailments': None}",when does the how to train your dragon 3 movie come out,"['March 1 , 2019']"
1446,"{'question': 'when was the first indian head penny made', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Indian Head cent: The Indian Head cent, also known as an Indian Head penny, was a one-cent coin ($0.01) produced by the United States Bureau of the Mint from 1859 to 1909. It was designed by James Barton Longacre, the Chief Engraver at the Philadelphia Mint.\nQuestion: when was the first indian head penny made\nAre follow up questions needed here: No.\nSo the final answer is: 1859'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1859'}]], 'traces_entailments': None}",when was the first indian head penny made,['1859']
4254,"{'question': 'what does the airport code dca stand for', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Ronald Reagan Washington National Airport: Ronald Reagan Washington National Airport (IATA: DCA, ICAO: KDCA, FAA LID: DCA), referred to colloquially as National Airport, Reagan, Reagan National, or simply DCA, is an airport in Arlington County, Virginia, across the Potomac River from Washington, D.C.\nQuestion: what does the airport code dca stand for\nAre follow up questions needed here: No.\nSo the final answer is: Ronald Reagan Washington National Airport'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Ronald Reagan Washington National Airport'}]], 'traces_entailments': None}",what does the airport code dca stand for,['Ronald Reagan Washington National Airport']
6359,"{'question': 'when did the washington post published the pentagon papers', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: The Washington Post: The Post's 1971 printing of the Pentagon Papers helped spur opposition to the Vietnam War. Reporters Bob Woodward and Carl Bernstein broke the story about a break-in at the Democratic National Headquarters at the Watergate in Washington, D.C., and the cover up that followed.\nQuestion: when did the washington post published the pentagon papers\nAre follow up questions needed here: No.\nSo the final answer is: 1971""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1971'}]], 'traces_entailments': None}",when did the washington post published the pentagon papers,"['June 18 , 1971']"
1591,"{'question': 'who is the little girl who played cindy lou who', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Taylor Michel Momsen: Taylor Michel Momsen (born July 26, 1993) is an American singer, songwriter, model, and former actress. Prior to her retirement from acting, she portrayed the character of Cindy Lou Who in the film How the Grinch Stole Christmas (2000) and Jenny Humphrey on The CW's teen drama series Gossip Girl (2007–2012).\nQuestion: who is the little girl who played cindy lou who\nAre follow up questions needed here: No.\nSo the final answer is: Taylor Momsen""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Taylor Momsen'}]], 'traces_entailments': None}",who is the little girl who played cindy lou who,['Taylor Michel Momsen']
7127,"{'question': 'when did season 2 of rick and morty come out', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: A Rickle in Time: ""A Rickle in Time"" is the first episode in the second season of the American animated television sitcom Rick and Morty, and the twelfth overall episode of the series. Written by Matt Roller and directed by Wes Archer, the episode first aired on Adult Swim in the United States on July 26, 2015.\nQuestion: when did season 2 of rick and morty come out\nAre follow up questions needed here: No.\nSo the final answer is: July 26, 2015'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'July 26, 2015'}]], 'traces_entailments': None}",when did season 2 of rick and morty come out,"['July 26 , 2015']"
6911,"{'question': 'who does the voice of garfield the cat', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Garfield and Friends: Lorenzo Music provided the voice of Garfield the cat, the strip's title character, as he had done since Here Comes Garfield in 1982. Other voices present on the show included Thom Huge as Jon Arbuckle, Garfield's human owner, and Gregg Berger as Odie the dog.\nQuestion: who does the voice of garfield the cat\nAre follow up questions needed here: No.\nSo the final answer is: Lorenzo Music""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Lorenzo Music'}]], 'traces_entailments': None}",who does the voice of garfield the cat,"['Lorenzo Music', 'Scott Beach', 'Frank Welker', 'Bill Murray']"
2067,"{'question': 'who plays jane in the theory of everything', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Felicity Jones: Jones signed on due to its difference from her previous works. In 2014, Jones portrayed Jane Wilde Hawking in the film The Theory of Everything, a biopic charting the life and love between Wilde Hawking and the world-renowned physicist Stephen Hawking, with Eddie Redmayne starring as Hawking.\nQuestion: who plays jane in the theory of everything\nAre follow up questions needed here: No.\nSo the final answer is: Felicity Jones'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Felicity Jones'}]], 'traces_entailments': None}",who plays jane in the theory of everything,['Felicity Jones']
3290,"{'question': 'where was in the dark tv series filmed', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: In the Dark (American TV series): In the Dark is an American crime drama television series, created by Corinne Kingsbury for The CW, which debuted as a mid-season entry during the 2018–19\nQuestion: where was in the dark tv series filmed\nAre follow up questions needed here: No.\nSo the final answer is: Vancouver, British Columbia'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Vancouver, British Columbia'}]], 'traces_entailments': None}",where was in the dark tv series filmed,"['Marsden', 'Manchester']"
6603,"{'question': 'how many 5 star general in us history', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: General officers in the United States: Nine Americans have held five-star ranks, but none currently. The highest ranks, senior to the five-star ranks, are General of the Armies (in the Army) and Admiral of the Navy (in the Navy). These ranks are sometimes called six-star ranks, but holders of the ranks have never used six-star insignia.\nQuestion: how many 5 star general in us history\nAre follow up questions needed here: No.\nSo the final answer is: 9'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '9'}]], 'traces_entailments': None}",how many 5 star general in us history,['Nine']
290,"{'question': 'when was the last pow released from vietnam', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: March 29, 1973: During the early part of Operation Homecoming, groups of POWs released were selected on the basis of longest length of time in prison. The first group had spent six to eight years as prisoners of war. The last POWs were turned over to allied hands on March 29, 1973 raising the total number of Americans returned to 591.\nQuestion: when was the last pow released from vietnam\nAre follow up questions needed here: No.\nSo the final answer is: March 29, 1973'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'March 29, 1973'}]], 'traces_entailments': None}",when was the last pow released from vietnam,['1973']
1575,"{'question': 'what type of estuary is the columbia river', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Columbia River Estuary: The Columbia River Estuary is situated on the Oregon–Washington border and the Pacific Coast of the United States. It was traditionally inhabited by the\nQuestion: what type of estuary is the columbia river\nAre follow up questions needed here: No.\nSo the final answer is: fjord'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'fjord'}]], 'traces_entailments': None}",what type of estuary is the columbia river,['bay']
5862,"{'question': 'who does ameer abdullah play for in the nfl', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Ameer Abdullah: Ameer Abdullah (born June 13, 1993) is an American football running back for the Las Vegas Raiders of the National Football League (NFL).\nQuestion: who does ameer abdullah play for in the nfl\nAre follow up questions needed here: No.\nSo the final answer is: Las Vegas Raiders'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Las Vegas Raiders'}]], 'traces_entailments': None}",who does ameer abdullah play for in the nfl,['Detroit Lions']
